"id","title","product_type","product_tags","product_collections","image_url"
14988,"Valentina|Trucotton Midi Length Milkmaid Dress","Dress","Colour:Green, Fabric:Cotton, Gender:Women, GID_VWWDR24352143, GroupID:VWWDR24352143, Print:Solid, StyleID:VWWDR2435214302","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Green Breeze, Inventory, Kalki Koechlin | Shop The Look, Natural Fabrics","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0363_2_512x.jpg?v=1737628748"
14989,"Louisa Top|Rescued Polyester Vneck Floral Print Top","Top","Colour:Off White, Fabric:Rescued Fabric, Gender:Women, GID_VWWTO24346945, GroupID:VWWTO24346945, Print:Abstract, StyleID:VWWTO2434694501","ALL COLLECTIONS, Flash Sale, Inventory, Pink Snow, The White Lotus, Tops, Topwear, Topwear veronica, White Bloom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0112_2_512x.jpg?v=1737629152"
14990,"Capri|Peplum Denim Cami Top","Top","Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWTO25014018, GroupID:VWWTO25014018, Print:Solid, StyleID:VWWTO2501401801","Academic Edge, ALL COLLECTIONS, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Mystic Blue, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, The Denim Drop, Tops, Topwear, Topwear veronica",""
14991,"Archer|Blue Regular Flared Denims","Jeans","Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWJE25010274, GroupID:VWWJE25010274, Print:Solid, StyleID:VWWJE2501027402","ALL COLLECTIONS, Bottom wear, Bottomwear veronica, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Mystic Blue, Natural Fabrics, The Denim Drop, trousers","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB4_f698307f-c388-4171-ae01-68e9d2346c6f_1600x.jpg?v=1738833563"
14992,"Pola|Cropped Hoodie & Shorts Co-ord","Co-Ord","Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWCO24474040, GroupID:VWWCO24474040, Print:Self Design, StyleID:VWWCO2447404001","Academic Edge, ALL COLLECTIONS, Casual Essentials, Co-ords, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Mystic Blue, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, The Virgio Promise",""
14994,"Zoey|Oversized Black T-Shirt","Top","Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWSS24474065, GroupID:VWWSS24474065, Print:Solid, StyleID:VWWSS2447406502","Academic Edge, ALL COLLECTIONS, Casual Essentials, Cotton Collection, Crimson Night, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, The Virgio Promise, Tops, Topwear, Topwear veronica","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB4_1_916f6ef3-ea63-4561-8b89-72307aadc745_512x.jpg?v=1739430462"
14995,"Ayla|Hoodie & Shorts Co-Ord Set","Co-Ord","Colour:Pink, Fabric:Cotton, Gender:Women, GID_VWWCO24474040, GroupID:VWWCO24474040, Print:Self Design, StyleID:VWWCO2447404002","Academic Edge, ALL COLLECTIONS, Casual Essentials, Co-ords, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Lounge Wear, Natural Fabrics, Pink Bloom, Pink Snow, Snug Season, The Boyfriend's Hoodie, The Galentines Brunch, The Virgio Promise","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1_VWWCO2447404002_0bf68c90-5bd2-4aa7-a33c-52a6fe003267_512x.jpg?v=1745851427"
14996,"Precious|Smocked Peplum Top With Bow","Top","Colour:Off White, Fabric:Cotton, Gender:Women, GID_VWWTO25033208, GroupID:VWWTO25033208, Print:Solid, StyleID:VWWTO2503320801","ALL COLLECTIONS, Bows, Brunch Ready, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Kalki Koechlin | Shop The Look, Natural Fabrics, Pink Snow, Soft Romance, The Galentines Brunch, Tops, Topwear, Topwear veronica, Vacation Vibe, White Bloom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB1_558d0733-4f95-4d7c-9bc0-1a2c742b79da_512x.jpg?v=1739271237"
14997,"Kai|Cropped Elasticated Hoodie","Top","Colour:Green, Fabric:Cotton, Gender:Women, GID_VWWSS24474059, GroupID:VWWSS24474059, Print:Solid, StyleID:VWWSS2447405901","Academic Edge, ALL COLLECTIONS, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Green Breeze, Inventory, Jackets, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, The Virgio Promise, Tops, Topwear, Topwear veronica","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1_VWWSS2447405901_60182a30-4949-4a6d-8aad-a76b4d59cb1d_512x.jpg?v=1745851427"
14998,"Cookie|Black Bow Knot Tie-Up Top","Top","Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWTO25033214, GroupID:VWWTO25033214, Print:Solid, StyleID:VWWTO2503321401","ALL COLLECTIONS, Bleed Blue, Bows, Brunch Ready, Casual Essentials, Cotton Collection, Crimson Night, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Natural Fabrics, Soft Romance, The Galentines Brunch, The Virgio Promise, Tops, Topwear, Topwear veronica, Vacation Vibe","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DSCF2213_512x.jpg?v=1741345294"
14999,"Dream|Halter Neck Tiered Dress","Dress","Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWDR25033200, GroupID:VWWDR25033200, Print:Solid, StyleID:VWWDR2503320001","ALL COLLECTIONS, Casual Essentials, Chasing Butterflies, Cotton Collection, Crimson Night, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, Soft Romance, The Galentines Brunch, The Virgio Promise, Unstoppably You!, Vacation Vibe","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB5_9add3ba8-36da-44e8-b765-1b4170403192_512x.jpg?v=1739430286"
15001,"Roper|Oversized V-Neck T-Shirt","Top","Colour:Grey, Fabric:Cotton, Gender:Women, GID_VWWSS24474065, GroupID:VWWSS24474065, Print:Solid, StyleID:VWWSS2447406501","Academic Edge, ALL COLLECTIONS, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, The Virgio Promise, Tops, Topwear, Topwear veronica","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB5_3930e812-59eb-40d4-a5a8-b219f73cf3a8_512x.jpg?v=1739271707"
15002,"Pola Hoodie|Cropped Boxy Blue Hoodie","Top","Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWSS24474040, GroupID:VWWSS24474040, Print:Self Design, StyleID:VWWSS2447404001","Academic Edge, ALL COLLECTIONS, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Jackets, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Mystic Blue, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, The Virgio Promise","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DSCF1663E4_1600x.jpg?v=1738831884"
15003,"Amaz|Viscose+ Highneck Scooped Hem Regular Top","Top","Colour:Black, Colour:White, Fabric:Cotton, Fabric:Viscose, Gender:Women, GID_VWWTO24420713, GroupID:VWWTO24420713, Print:Solid, StyleID:VWWTO2442071302","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Cozy Winter, Crimson Night, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Natural Fabrics, Pink Snow, Snug Season, The Boyfriend's Hoodie, Threads of Freedom, Tops, Topwear, Topwear veronica, Viscose Collection, White Bloom, Work Wear","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0112_a0a933d3-d60d-468c-a618-d616d8b38ad2_512x.jpg?v=1737450232"
15004,"Louisa Pants|Rescued Polyester Floral Print Wide Pants","Trouser","Colour:Off White, Fabric:Rescued Fabric, Gender:Women, GID_VWWTR24347116, GroupID:VWWTR24347116, Print:Abstract, StyleID:VWWTR2434711601","ALL COLLECTIONS, Bottomwear veronica, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Pink Snow, The White Lotus, trousers, White Bloom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0039_4_512x.jpg?v=1739880812"
15005,"Paz Pants|Rescued Polyester Abstract Print Pant","Trouser","Colour:Teal, Fabric:Rescued Fabric, Gender:Women, GID_VWWTR24347116, GroupID:VWWTR24347116, Print:Abstract, StyleID:VWWTR2434711602","ALL COLLECTIONS, Bottomwear veronica, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, The White Lotus, trousers","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0495_512x.jpg?v=1739880711"
15006,"Palmira Shorts|Rescued Polyester Abstract Print Shorts","Shorts","Colour:Teal, Fabric:Rescued Fabric, Gender:Women, GID_VWWSO24346953, GroupID:VWWSO24346953, Print:Abstract, StyleID:VWWSO2434695301","ALL COLLECTIONS, Bottomwear veronica, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Shorts, Skirts | Shorts, The White Lotus","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0032_4_51ef0ddb-5c81-4562-aebe-a6bd95950d25_512x.jpg?v=1739880683"
15008,"Louisa Shirt|Rescued Polyester Floral Print Shirt","Shirt","Colour:MULTI, Colour:Off White, Fabric:Rescued Fabric, Gender:Women, GID_VWWSH24346949, GroupID:VWWSH24346949, Print:Abstract, StyleID:VWWSH2434694902","ALL COLLECTIONS, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Shirts and Blouses, The Classic Edit, The White Lotus","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0500_6671746c-b3ed-43c5-8e9e-ea1e894e9ba6_512x.jpg?v=1748851276"
15009,"Jewel|Ribbed Lace Trim T-Shirt","Tshirt","Colour:Black, Fabric:Viscose, Gender:Women, GID_VWWTO25033211, GroupID:VWWTO25033211, Print:Solid, StyleID:VWWTO2503321101","ALL COLLECTIONS, Casual Essentials, Crimson Night, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Natural Fabrics, Soft Romance, The Classic Edit, Tops, Topwear, Topwear veronica, Unstoppably You!, Viscose Collection","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Untitled-2_a81ec998-e3c8-4641-980e-840bc26eaf73_512x.jpg?v=1739427854"
15010,"Love|Rose Applique Bodycon Dress","Dress","Colour:Red, Fabric:Viscose, Gender:Women, GID_VWWDR25033204, GroupID:VWWDR25033204, Print:Solid, StyleID:VWWDR2503320401","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Crimson Night, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Kiss & Tell, Natural Fabrics, Red Velvet, Soft Romance, Unstoppably You!, Vacation Vibe, Viscose Collection","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Untitled-9_c891c20b-f310-4c0a-a8a7-62640283660e_512x.jpg?v=1739427493"
15012,"Snow|Cupid Graphic Cutout T-Shirt","Tshirt","Colour:Off White, Fabric:Cotton, Gender:Women, GID_VWWTO25033212, GroupID:VWWTO25033212, Print:Graphic, StyleID:VWWTO2503321201","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Pink Snow, Soft Romance, The Classic Edit, Tops, Topwear, Topwear veronica, White Bloom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/8101985_512x.jpg?v=1741341930"
15013,"Star|Lace V-Neckline Mini Dress","Dress","Colour:Black, Fabric:Viscose, Gender:Women, GID_VWWDR25033202, GroupID:VWWDR25033202, Print:Solid, StyleID:VWWDR2503320201","ALL COLLECTIONS, Casual Essentials, Crimson Night, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, Soft Romance, Unstoppably You!, Vacation Vibe, Viscose Collection","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Untitled-27_092e0ee8-6f89-4ea7-9858-15d07548799b_512x.jpg?v=1739427395"
15014,"Heart|Heart Printed Tank Top","Top","Colour:Off White, Fabric:Cotton, Gender:Women, GID_VWWTO25033210, GroupID:VWWTO25033210, Print:Graphic, StyleID:VWWTO2503321001","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Date Ready, Flash Sale, Inventory, Just In!, Lounge Wear, Natural Fabrics, Pink Snow, Soft Romance, Tops, Topwear, Topwear veronica, White Bloom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/8102196_512x.jpg?v=1741342002"
15019,"Thea|Strappy Mini Lace Dress","Dress","Colour:Brown, Fabric:Cotton, Gender:Women, GID_VWWDR25016303, GroupID:VWWDR25016303, Print:Solid, StyleID:VWWDR2501630301","ALL COLLECTIONS, All Dresses, Brunch Ready, Casual Essentials, Cotton Collection, Dresses, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Mocha Mousse, Natural Fabrics, The Galentines Brunch, The Pantone Collection, The White Lotus, Unstoppably You!, Vacation Vibe","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0587_512x.jpg?v=1736403332"
15020,"Sadira|Olive Strappy Gathered Top","Top","Colour:Olive, Fabric:Cotton, Gender:Women, GID_VWWDR24486309, GroupID:VWWDR24486309, Print:Solid, StyleID:VWWDR2448630901","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Fashion factor x VIRGIO, Flash Sale, Hidden Gems, Just In!, Mocha Mousse, Natural Fabrics, The Galentines Brunch, The Pantone Collection, Threads of Freedom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0760_512x.jpg?v=1736774325"
15021,"Anoush|Colour Blocked Flared Skirt","Skirt","Colour:Olive, Fabric:Cotton, Gender:Women, GID_VWWSK24486310, GroupID:VWWSK24486310, Print:Colourblocked, StyleID:VWWSK2448631001","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Mocha Mousse, Natural Fabrics, The Galentines Brunch, The Pantone Collection, Threads of Freedom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0799_512x.jpg?v=1738656808"
15023,"Mina|Lace Detail Bubble Hem Dress","Dress","Colour:Beige, Fabric:Cotton, Gender:Women, GID_VWWDR25016275, GroupID:VWWDR25016275, Print:Tropical, StyleID:VWWDR2501627501","ALL COLLECTIONS, All Dresses, Brunch Ready, Casual Essentials, Cotton Collection, Dresses, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Mocha Mousse, Natural Fabrics, The Galentines Brunch, The Pantone Collection, The White Lotus, Vacation Vibe","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0201_1_512x.jpg?v=1741858309"
15025,"Afareen|Strappy Gathered Dress","Dress","Colour:Olive, Fabric:Cotton, Gender:Women, GID_VWWDR24486308, GroupID:VWWDR24486308, Print:Colourblocked, StyleID:VWWDR2448630801","ALL COLLECTIONS, All Dresses, Brunch Ready, Casual Essentials, Cotton Collection, Dresses, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Mocha Mousse, Natural Fabrics, Party Wear, The Galentines Brunch, The Hourglass Closet, The Pantone Collection, The Rectangle Closet, Threads of Freedom, Unstoppably You!, Vacation Vibe","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0443_1_512x.jpg?v=1736403372"
15026,"Avni|Puff Sleeve Smocked Dress","Dress","Colour:Brown, Fabric:Cotton, Gender:Women, GID_VWWDR25011120, GroupID:VWWDR25011120, Print:Solid, StyleID:VWWDR2501112001","ALL COLLECTIONS, All Dresses, Brunch Ready, Casual Essentials, Chasing Butterflies, Cotton Collection, Dresses, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Mocha Mousse, Natural Fabrics, The Galentines Brunch, The Pantone Collection, Threads of Freedom, Unstoppably You!, Vacation Vibe","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-1581_512x.jpg?v=1736152354"
15027,"Zeinab|Peplum Top With Tie Detail","Top","Colour:White, Fabric:Cotton, Gender:Women, GID_VWWTO25036286, GroupID:VWWTO25036286, Print:Solid, StyleID:VWWTO2503628601","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Mocha Mousse, Natural Fabrics, Pink Snow, The Pantone Collection, Tops, Topwear, Topwear veronica, Vacation Vibe, White Bloom","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0839_512x.jpg?v=1736152422"
15030,"Nayera|Floral Print Blocked Shirt","Shirt","Colour:Tan, Fabric:Linen Blend, Gender:Women, GID_VWWSH25036293, GroupID:VWWSH25036293, Print:Floral, StyleID:VWWSH2503629301","ALL COLLECTIONS, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Linen Luxe, Mocha Mousse, Shirts and Blouses, The Classic Edit, The Pantone Collection, Tops, Topwear veronica, Vacation Vibe","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-1130_512x.jpg?v=1738657174"
15031,"Jessie|Ditsy Print Pleated Shirt","Shirt","Colour:Tan, Fabric:Tencel, Gender:Women, GID_VWWSH25016272, GroupID:VWWSH25016272, Print:Floral, StyleID:VWWSH2501627201","ALL COLLECTIONS, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Mocha Mousse, Office To Off-Duty, Shirts and Blouses, The Classic Edit, The Galentines Brunch, The Pantone Collection, Tops, Topwear veronica, Vacation Vibe, Work Wear","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0182_1_512x.jpg?v=1736151873"
15032,"Esha|Lace Detail Flared Dress","Dress","Colour:Tan, Fabric:Linen Blend, Gender:Women, GID_VWWDR25036274, GroupID:VWWDR25036274, Print:Floral, StyleID:VWWDR2503627401","ALL COLLECTIONS, All Dresses, Brunch Ready, Dresses, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Mocha Mousse, The Galentines Brunch, The Pantone Collection, Vacation Vibe","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0621_1_1600x.jpg?v=1736152249"
15034,"Eliya|Colour Blocked Layered Dress","Dress","Colour:Brown, Fabric:Cotton, Gender:Women, GID_VWWDR25016288, GroupID:VWWDR25016288, Print:Colourblocked, StyleID:VWWDR2501628801","ALL COLLECTIONS, All Dresses, Brunch Ready, Casual Essentials, Chasing Butterflies, Cotton Collection, Dresses, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Mocha Mousse, Natural Fabrics, Office To Off-Duty, The Apple Closet, The Galentines Brunch, The Hourglass Closet, The Pantone Collection, Unstoppably You!, Vacation Vibe","https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0332_1_512x.jpg?v=1736774102"
